processed_m4425_ME21_HV0_test40_SRCoff_170713_231904_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
11753	23	0	286154	71812	68201	54914	92911	0	0	0	0	0	285420	355001	734	1	54	680	53	53	1	1	1	1	0	54	2	54	0	0	0	54	0	2247305	139714	133744	308854	1448	2118	1062542	288	81866	89794	66955	97356
51141	2087	2013	144494	39745	36733	29178	40909	0	0	0	0	0	116300	238534	28194	896	27757	437	26197	26861	1560	896	282	946	210	27757	1842	27757	2023	1318	705	26439	1318	2392014	167908	161501	360004	3471	3436	1116917	37439	45488	47929	36485	43694
11672	23	0	285739	71383	67871	55216	92888	0	0	0	0	0	284979	354995	760	2	51	709	49	50	2	1	0	1	0	51	2	51	0	0	0	51	0	2677970	168668	161552	371684	3471	3436	1264965	244	81356	89610	67388	97358
48591	1992	1969	142154	39200	36461	28781	39760	0	0	0	0	0	115438	232688	26716	833	26304	412	24839	25472	1465	832	269	902	167	26304	1734	26304	1979	1316	663	24988	1316	2820364	195384	187856	420289	1354	656	1319350	35517	44736	47723	35998	42613
11822	14	0	287228	71664	68573	55507	93211	0	0	0	0	0	286466	356960	762	1	55	707	53	54	2	1	0	1	0	55	2	55	0	0	0	55	0	3107813	196146	187911	432121	1354	656	1467388	260	81715	90188	67597	97738
45721	1970	1744	140016	38235	35394	27992	40306	0	0	0	0	0	115269	226436	24747	780	24326	421	22875	23546	1451	780	242	913	140	24326	1693	24326	1752	1107	645	23219	1107	3248034	220895	212237	477853	3106	1763	1521761	32905	43721	46259	34919	43023
11462	23	0	285274	71641	67633	55174	92459	0	0	0	0	0	284487	354929	787	1	48	739	45	47	3	1	0	2	0	48	3	48	0	0	0	48	0	3533550	221682	212285	489328	3106	1763	1669811	276	81479	89101	67138	96991
48962	2071	2015	142198	39580	36079	28358	40169	0	0	0	0	0	115154	233321	27044	817	26608	436	25084	25793	1524	815	260	969	155	26608	1784	26608	2020	1306	714	25302	1306	3675969	248726	238893	538298	1030	3069	1724184	35718	45123	47331	35527	42872
11623	15	0	285384	71383	68595	54526	92536	0	0	0	0	0	284620	354697	764	0	60	704	57	60	3	0	0	3	0	60	3	60	0	0	0	60	0	3961560	249491	238953	549931	1030	3069	1872234	281	81509	90041	66578	97038
47620	2067	1860	142159	39332	35957	28401	40430	0	0	0	0	0	116025	231040	26134	839	25712	422	24175	24874	1537	838	277	976	165	25712	1814	25712	1863	1199	664	24513	1199	4103946	275625	264665	597561	2893	172	1926607	34623	44983	47153	35360	43185
11664	19	0	286452	71364	68513	55438	92802	0	0	0	0	0	285708	355475	744	2	46	698	43	45	3	1	0	2	0	46	3	46	0	0	0	46	0	4390637	276369	264711	609234	2893	172	2074646	267	81560	90269	67745	97355
47595	2057	1861	142006	39175	35877	28542	40418	0	0	0	0	0	115854	231561	26152	848	25730	422	24204	24883	1526	847	280	959	164	25730	1806	25730	1865	1198	667	24532	1198	4532851	302521	290441	656835	662	1370	2129030	34757	44661	46974	35737	43135
11690	27	0	286120	71202	68224	55551	92849	0	0	0	0	0	285352	355506	768	1	54	714	52	53	2	1	0	1	0	54	2	54	0	0	0	54	0	4819216	303289	290495	668533	662	1370	2277069	237	81393	89955	67821	97424
